id,lat,lon
2276845283,51.6008896,1.5263904
2276845285,51.6018297,1.5027827
2276845290,51.6027878,1.4788618
2276845292,51.6030381,1.5666998
2276845293,51.6036656,1.4554474
2276845296,51.6039896,1.5433067
2276845299,51.6047605,1.5194351
2276845303,51.6054718,1.495464
2276845306,51.6065625,1.4719791
2276845309,51.606844,1.5596953
2276845313,51.6074282,1.4483724
2276845316,51.607733,1.5359765
2276845321,51.6082474,1.4246855
2276845329,51.6086028,1.5122586
2276845332,51.609493,1.488591
2276845335,51.6103939,1.4648122
2276845338,51.6106934,1.5525797
2276845342,51.6112529,1.4412761
2276845345,51.6116016,1.5292968
2276845348,51.6124088,1.5051227
2276845351,51.613305,1.4814551
2276845354,51.6139886,1.5691084
2276845358,51.614219,1.4578377
2276845361,51.6142459,1.5461716
2276845364,51.6153371,1.5217133
2276845367,51.6164288,1.4983299
2276845370,51.6171856,1.4743181
2276845374,51.6174532,1.5620836
2276845377,51.6180498,1.4506089
2276845381,51.6183564,1.5383658
2276845384,51.6188509,1.4271859
2276845387,51.6191502,1.5145942
2276845390,51.6201267,1.4909706
2276845393,51.6209717,1.4672411
2276845396,51.6213328,1.5549583
2276845400,51.6218803,1.4435126
2276845406,51.6221538,1.5312588
2276845410,51.6227005,1.4200896
2276845412,51.6230617,1.5075013
2276845415,51.6239756,1.4839139
2276845418,51.6247899,1.4601854
2276845425,51.6251138,1.5478823
2276845428,51.6254835,1.436802
2276845430,51.6259773,1.5241731
2276845433,51.6265858,1.4128821
2276845436,51.6269296,1.5004359
2276845438,51.627793,1.4767567
2276845442,51.6279915,1.5643212
2276845444,51.6286696,1.4530504
2276845447,51.6289755,1.5407957
2276845450,51.6298947,1.5171001
2276845453,51.6307202,1.4934614
2276845456,51.631628,1.4697532
2276845459,51.6318835,1.5573882
2276845463,51.6324997,1.4460962
2276845466,51.6327918,1.5336983
2276845469,51.6333318,1.4224073
2276845472,51.6336683,1.5100327
2276845475,51.6345688,1.486252
2276845479,51.6354452,1.4625863
2276845483,51.6357625,1.5503315
2276845489,51.6363097,1.4389999
2276845493,51.6366264,1.5265943
2276845496,51.637522,1.5028542
2276845499,51.63836,1.479146
2276845502,51.6392676,1.4555596
2276845505,51.6396538,1.5431859
2276845508,51.640138,1.4317924
2276845513,51.6404738,1.5193955
2276845516,51.6413568,1.4957579
2276845519,51.6421695,1.4721724
2276845522,51.6430903,1.4483724
2276845524,51.6434399,1.5361901
2276845526,51.6443156,1.5123504
2276845529,51.6451601,1.488765
2276845532,51.6460927,1.4650665
2276845535,51.6469611,1.4413679
2276845538,51.6472412,1.5290232
2276845541,51.6481181,1.5053257
2276845545,51.6489564,1.4816184
2276845553,51.6499832,1.4582234
2276845556,51.650226,1.5455529
2276845559,51.6511202,1.521897
2276845565,51.6520029,1.4981578
2276845568,51.6531675,1.4739228
2276845570,51.6537354,1.4509028
2276845573,51.6542421,1.5382024
2276845576,51.6549736,1.5148219
2276845579,51.6557849,1.4911031
2276845584,51.6566987,1.4673726
2276845586,51.6575502,1.4438896
2276845589,51.6578859,1.5314318
2276845593,51.6587997,1.5076947
2276845596,51.6596505,1.4839352
2276845599,51.6602741,1.4606446
2276845602,51.6608382,1.5480128
2276845605,51.661764,1.5243868
2276845607,51.66264,1.5005983
2276845610,51.6634901,1.4768805
2276845613,51.6643407,1.453323
2276845616,51.6642735,1.5409581
2276845619,51.6658479,1.5165809
2276845622,51.666466,1.4934807
2276845625,51.6673346,1.469874
2276845628,51.6684963,1.5337313
2276845634,51.669404,1.5101149
2276845637,51.6703169,1.486396
2276845638,51.6711615,1.4626878
2276845641,51.6723795,1.5266852
2276845644,51.6733307,1.502774
2276845647,51.6741621,1.4793616
2276845651,51.6762359,1.5196575
2276845654,51.6769731,1.496278
2276845657,51.6779309,1.4722353
2276845660,51.6791745,1.5363023
2276845662,51.6799859,1.5125331
2276845665,51.6809304,1.4888356
2276845668,51.6830111,1.5291663
2276845671,51.6839124,1.5054967
2276845674,51.6849575,1.481313
2276845677,51.6868049,1.5219888
2276845680,51.6876923,1.4983618
2276845682,51.6904396,1.5144469
2276845686,51.6912904,1.4920069
2276845690,51.6944598,1.5078068
2276995545,51.8602659,1.8981646
2276995546,51.8616608,1.858793
2276995547,51.8634501,1.8865649
2276995548,51.8642056,1.9127634
2276995549,51.8684528,1.9267559
2276995550,51.8696139,1.8502028
2276995551,51.8717887,1.8947147
2276995552,51.8722127,1.9094477
2276995553,51.8722591,1.9412475
2276995554,51.8762565,1.8670229
2276995555,51.8762076,1.9556317
2276995556,51.8780922,1.9223618
2276995557,51.8799802,1.9372396
2276995558,51.8804968,1.8971613
2276995559,51.8801259,1.9698872
2276995560,51.8816365,1.8574046
2276995561,51.8836463,1.9119211
2276995562,51.8845604,1.951259
2276995563,51.8851263,1.8722127
2276995564,51.8841797,1.9842339
2276995565,51.8870507,1.9267292
2276995566,51.888087,1.9660228
2276995567,51.8879946,1.998548
2276995568,51.8893885,1.9027787
2276995570,51.8903526,1.8629177
2276995572,51.8904056,1.9417412
2276995573,51.8925475,1.9174204
2276995574,51.8924732,1.9819017
2276995575,51.8939922,1.8774256
2276995576,51.8935406,1.9562936
2276995577,51.8958986,1.932374
2276995578,51.8962641,1.8550736
2276995579,51.8963651,1.9963432
2276995580,51.8970995,1.9709476
2276995581,51.8981462,1.9080097
2276995582,51.8992804,1.8679872
2276995583,51.8992605,1.9471399
2276995584,51.9013806,1.9229626
2276995585,51.9026817,1.882535
2276995586,51.9019567,1.987614
2276995587,51.9025479,1.9617576
2276995588,51.9047466,1.9377092
2276995589,51.9061015,1.9765394
2276995590,51.9069551,1.9138472
2276995591,51.9080688,1.8729602
2276995592,51.9081522,1.9524892
2276995593,51.9104007,1.928682
2276995594,51.9115808,1.8876087
2276995595,51.9114602,1.9671871
2276995597,51.9134324,1.8637863
2276995599,51.9147859,1.9820393
2276995600,51.9158615,1.9192177
2276995601,51.9168939,1.8783152
2276995602,51.9170728,1.9579495
2276995604,51.9193924,1.9340097
2276995605,51.920369,1.8928616
2276995606,51.9202826,1.9726501
2276995607,51.9222175,1.8687927
2276995608,51.9226948,1.9486193
2276995609,51.9236842,1.9874314
2276995610,51.9246503,1.9246312
2276995611,51.9258944,1.9634166
2276995612,51.9282302,1.939171
2276995613,51.929252,1.8980115
2276995614,51.9291269,1.9780047
2276995615,51.9311623,1.8739063
2276995616,51.9315056,1.9542044
2276995617,51.9323789,1.9927967
2276995619,51.9335797,1.9296369
2276995620,51.9346989,1.8885781
2276995621,51.9346185,1.9688678
2276995622,51.9368612,1.9446918
2276995623,51.93806,1.9029976
2276995624,51.9378569,1.9836542
2276995625,51.9399708,1.8788771
2276995626,51.9403145,1.9594892
2276995627,51.9412373,1.9984086
2276995628,51.9422659,1.9354206
2276995629,51.9435058,1.8934264
2276995630,51.945345,1.9733637
2276995631,51.9457485,1.9500893
2276995632,51.9469779,1.908072
2276995633,51.9488625,1.8840908
2276995634,51.9508975,1.963937
2276995635,51.9510397,1.9407913
2276995636,51.9516217,1.9984891
2276995637,51.9523829,1.8986799
2276995638,51.9526368,1.984121
2276995639,51.9543418,1.8747589
2276995640,51.9558047,1.9132647
2276995641,51.9578507,1.8892632
2276995643,51.9612268,1.969946
2276995644,51.9616631,1.9980491
